Geneid	control_RPF_3	Fmr1_RNA_2	Fmr1_RPF_1	control_RPF_2	Fmr1_RNA_3	Fmr1_RNA_4	control_RNA_3_x	Fmr1_RPF_2	control_RNA_2	control_RNA_3_y	Fmr1_RNA_1	control_RNA_1	Fmr1_RPF_3	control_RPF_1		
Slc6a18	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
Cd300lg	1	7	0	0	5	5	1	2	5	1	6	7	2	0		
Osgin1	3	13	1	1	8	1	3	4	3	3	9	7	2	3		
1110017D15Rik	4	28	7	8	20	26	27	6	38	27	33	37	7	5		
Krtap21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr282	0	0	0	0	0	0	0	0	0	0	0	1	0	1		
Olfr92	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
Olfr1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr693	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
Olfr694	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Nfix	804	4739	705	888	2947	3215	3646	780	3202	3646	4339	3254	940	729		
Evi2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Stk35	49	832	43	54	498	461	564	46	553	564	741	525	67	47		
Pex26	66	410	51	102	356	347	321	57	335	321	386	409	75	49		
Stard7	370	3523	329	429	2962	3048	2810	380	3155	2810	3082	3108	474	366		
Stat5b	96	601	71	107	490	583	492	95	604	492	561	583	99	87		
Ubac1	91	1041	78	100	745	983	863	84	855	863	913	831	126	75		
Stat5a	9	24	10	9	22	28	26	6	26	26	23	33	17	9		
Eva1c	2	44	7	8	21	24	16	5	35	16	25	39	2	7		
Dab1	105	2194	111	180	1588	1789	1778	111	1718	1778	1848	1709	166	102		
Gpx6	14	27	3	1	19	15	16	14	16	16	20	10	4	8		
Clba1	45	231	69	76	156	178	175	39	151	175	187	182	57	65		
Ifi27l2b	0	0	0	1	1	3	1	0	1	1	0	0	0	0		
Mical3	357	2480	425	512	1589	1620	1533	351	2085	1533	2313	2313	604	317		
Cilk1	23	847	17	33	807	754	768	18	788	768	824	837	24	21		
Slc38a10	134	1444	164	222	1232	1334	1223	141	1264	1223	1421	1350	222	130		
Zfp451	284	885	274	360	688	699	809	299	851	809	832	800	383	296		
Bloc1s4	39	215	17	36	216	206	160	37	259	160	189	202	32	39		
Abhd17c	94	742	91	118	645	641	528	85	714	528	677	628	106	97		
Acad10	2	42	1	5	29	33	24	2	35	24	40	35	3	1		
Snx10	727	3987	626	789	3447	3302	3646	854	4072	3646	3313	3697	832	739		
Sh2d4a	2	1	0	2	4	8	4	4	6	4	2	1	8	0		
Metrn	43	920	52	64	824	840	749	39	745	749	777	714	61	51		
Rab43	26	524	21	22	410	459	354	28	417	354	534	441	17	15		
Abcb8	161	876	152	190	708	771	541	180	713	541	795	747	198	150		
Optn	88	310	120	144	347	356	259	116	395	259	326	379	139	88		
Sidt2	182	1735	173	265	1267	1518	1164	204	1263	1164	1577	1347	263	195		
Pum1	790	2946	886	1172	2529	2584	2423	795	2722	2423	2618	2757	1314	737		
Oxr1	1552	8028	1721	2202	6706	7512	7168	1642	7937	7168	6972	7350	2308	1470		
Gm11545	0	1	0	0	2	2	1	0	3	1	1	1	0	0		
Cyp3a59	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Zfat	20	246	19	34	166	183	142	20	191	142	168	158	29	22		
Mecp2	220	5779	276	343	4442	4780	4756	272	4589	4756	5120	4568	363	228		
Efcab12	7	66	6	10	46	39	24	8	53	24	61	64	9	7		
Klrb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Gnb1l	17	63	11	13	33	65	41	13	61	41	70	54	11	15		
Ap1b1	1245	3151	1210	1505	2391	2411	2610	1310	2616	2610	2841	2689	1554	1215		
Gm14308	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tbc1d4	38	315	51	60	224	199	185	54	295	185	265	263	58	47		
B4galnt1	192	1195	160	235	788	970	845	257	697	845	1108	708	243	191		
Nat8f7	0	0	0	0	0	0	0	0	0	0	1	2	0	0		
Oxtr	38	256	36	40	249	293	225	27	270	225	204	316	53	35		
Prickle2	707	7915	673	951	5227	6613	6527	767	6077	6527	6927	6122	904	715		
Gpr161	6	338	12	23	340	359	230	19	362	230	285	320	10	15		
Gm4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Gm2030	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Gm5934	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Gm10488	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Carmil1	104	922	117	146	775	879	653	111	849	653	843	863	153	107		
Myo1b	283	1058	288	458	1051	1046	935	283	1272	935	996	1278	434	247		
Rngtt	100	799	105	119	612	605	597	102	757	597	632	717	118	90		
Larp4b	355	3135	416	483	2610	2788	2716	374	3338	2716	2968	3124	520	341		
Sh2b3	6	472	10	9	287	351	316	9	304	316	423	327	10	4		
Gm7827	0	0	0	0	0	2	0	0	2	0	1	0	0	0		
Ap4s1	141	907	110	134	697	745	621	159	787	621	751	725	143	140		
Ntng2	53	444	53	68	307	428	356	70	298	356	356	321	71	48		
Stk26	40	150	23	25	91	90	138	33	109	138	126	106	34	34		
LOC666331	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
Ubap2l	749	1716	940	1175	1245	1252	1145	802	1515	1145	1599	1608	1215	712		
Tsen34	159	484	151	196	466	480	430	172	531	430	425	543	196	135		
Sct	0	0	0	1	1	0	0	1	1	0	0	1	0	0		
Nup98	309	1310	329	437	1005	1015	982	320	1079	982	1230	1247	495	329		
Nbr1	861	4077	1107	1390	3467	3610	3335	1018	3916	3335	3689	4111	1441	960		
Fen1	9	208	12	8	209	199	178	10	229	178	189	199	13	8		
Xpo6	279	2283	284	366	1788	2120	1654	314	1956	1654	2172	2001	376	257		
Bak1	19	280	26	20	241	337	184	21	194	184	248	213	20	29		
Mybl2	0	9	1	1	11	6	4	1	8	4	10	12	0	1		
Vamp2	3107	9371	3044	4084	6428	6580	7368	3312	6090	7368	8630	7070	4173	3025		
Vamp1	227	1931	231	304	1701	1819	1526	277	1533	1526	1769	1588	328	202		
Ahi1	896	4910	1171	1496	3903	3957	3130	1051	5198	3130	4188	4895	1670	853		
Arpc4	892	2120	601	879	2119	2273	1853	899	2078	1853	1909	2082	943	858		
Ackr2	9	73	9	12	55	57	30	2	67	30	50	63	12	12		
Agxt	1	0	0	0	0	0	0	0	2	0	0	0	0	0		
Vps8	422	1546	402	549	1195	1284	1220	423	1376	1220	1340	1352	530	425		
H2-Ob	3	10	0	1	7	6	5	1	16	5	7	9	0	2		
Mapk10	1090	7250	1059	1248	4871	6010	5815	1239	5049	5815	6474	5291	1401	1114		
Pccb	360	761	358	462	611	642	686	377	646	686	676	728	436	308		
Bpgm	179	1117	139	191	1122	1197	948	145	984	948	1014	1068	198	168		
2310057M21Rik	99	424	104	163	215	298	315	121	273	315	374	268	158	108		
Ubr7	254	1271	238	307	1049	1159	1086	259	1177	1086	1112	1148	295	221		
Grifin	0	3	0	0	0	3	0	0	1	0	1	0	0	0		
Lbh	161	901	173	223	655	723	618	166	652	618	751	697	200	161		
Hspa13	424	1839	352	465	1671	1587	1632	428	1805	1632	1428	1728	525	379		
Tspyl4	648	13867	635	851	12285	13866	10995	552	13633	10995	12132	13744	1041	521		
Atp12a	8	11	6	18	8	13	9	6	8	9	13	15	5	9		
Cutc	41	78	27	34	76	65	84	32	95	84	92	69	32	23		
Sprtn	39	371	45	40	292	273	314	40	359	314	370	330	49	30		
Prkd2	10	60	13	17	32	37	40	18	59	40	62	50	16	8		
Proz	0	274	1	0	220	227	188	0	212	188	242	217	0	0		
Ube2d2a	0	1206	1	0	1105	1054	1130	2	1114	1130	989	1012	0	0		
Tdo2	2	22	7	4	19	14	14	2	25	14	13	19	2	6		
Sult1b1	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
Polr3k	165	1334	103	166	1115	1051	1172	148	1247	1172	1067	1120	149	120		
Tsc22d4	106	1242	93	138	1311	1571	1433	129	1051	1433	1168	1101	127	101		
Asb3	147	544	122	151	401	430	409	151	494	409	495	439	165	135		
Mmp10	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Gm14819	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Wdr72	4	2	2	2	1	1	2	3	1	2	1	0	1	0		
Eefsec	109	335	82	105	309	330	231	120	267	231	313	324	117	100		
Ccdc57	17	109	7	8	79	73	64	12	88	64	111	84	16	17		
Arhgap4	8	35	7	11	30	27	13	9	36	13	31	28	7	4		
Mtf2	92	1329	63	91	921	851	929	84	1178	929	1087	1099	66	64		
Cxxc5	198	1662	188	276	1135	1347	1059	263	1315	1059	1291	1177	256	177		
Nmnat3	10	51	7	8	32	38	27	4	33	27	39	24	13	5		
St3gal6	25	350	29	51	242	247	196	39	283	196	266	276	57	25		
Rock1	60	1170	71	118	974	905	943	93	1122	943	1081	1064	112	72		
Atpif1	1670	3316	1547	1873	2957	4071	2261	1681	3346	2261	2944	3293	2129	1620		
Hyal1	31	101	28	42	63	80	54	26	68	54	94	81	33	24		
Kitl	86	2050	93	116	1568	1442	1721	94	1888	1721	1694	1761	106	98		
Krba1	90	809	65	98	502	564	439	71	559	439	693	555	95	88		
Gm4303	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Pik3cd	51	417	39	54	273	320	309	70	291	309	320	260	56	49		
Gm16405	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Nfe2l1	891	5949	986	1222	4337	4796	4551	989	4622	4551	5256	5065	1233	838		
Btbd6	64	945	80	109	708	719	603	87	683	603	806	680	81	92		
Gm16381	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Lpp	29	574	28	35	426	432	498	40	478	498	522	473	47	45		
Gucy2d	0	0	0	1	0	0	0	0	0	0	0	1	0	0		
Wac	233	2612	241	306	1774	2203	1746	264	2249	1746	2210	2016	328	253		
Setdb1	158	931	193	219	644	761	653	172	796	653	810	834	275	163		
Chn2	203	1140	165	214	912	1092	808	195	882	808	1060	907	211	182		
Rnpep	220	763	212	259	539	646	526	218	637	526	677	615	249	216		
Pcdh15	46	740	58	56	492	535	493	53	618	493	645	631	79	51		
Kcnt1	208	1625	248	315	1118	1400	1049	267	1224	1049	1449	1294	301	233		
2810459M11Rik	40	353	29	50	227	290	225	33	244	225	333	227	56	33		
Fam49b	750	4437	573	753	3660	3769	4013	792	4189	4013	3818	3945	776	716		
Gm15093	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Cacna1g	142	1600	156	232	1205	1267	1238	116	1372	1238	1520	1382	171	133		
Bcar1	258	917	287	397	725	917	703	298	749	703	827	814	416	258		
Crhr2	6	12	6	9	18	24	8	2	11	8	8	19	5	6		
Iapp	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
Elavl4	664	3167	607	804	2637	2627	2502	672	3249	2502	2718	2755	778	575		
Kdm6a	118	994	128	146	779	759	630	83	901	630	882	876	158	103		
Mettl1	67	88	57	78	80	100	76	70	84	76	80	93	72	76		
Aanat	0	1	0	0	1	0	1	0	1	1	1	0	0	0		
Dnajc2	113	758	116	169	615	614	528	129	805	528	655	764	163	113		
Mid1	10	61	12	13	54	62	43	14	32	43	59	47	15	12		
Bcl11a	378	1509	399	488	1202	1145	1183	350	1326	1183	1415	1287	531	363		
Tpx2	19	80	16	45	61	67	70	22	82	70	61	92	30	18		
Mad2l1bp	48	115	39	53	111	111	66	51	98	66	117	124	48	57		
Tars2	124	484	112	167	364	405	335	118	450	335	444	412	169	106		
Mrps34	190	337	133	166	237	278	285	171	225	285	320	232	195	161		
Pycard	21	60	8	16	48	65	49	19	57	49	54	55	13	12		
Ints12	94	334	91	99	220	293	250	73	248	250	302	226	109	86		
Mybphl	0	0	0	0	2	0	3	0	1	3	0	0	1	0		
Trnau1ap	51	207	34	61	188	214	163	44	186	163	199	198	61	55		
Krt20	0	53	1	3	29	30	37	1	51	37	50	62	2	0		
Rreb1	9	324	12	24	214	220	163	14	271	163	293	282	25	9		
Ipcef1	328	4349	281	338	3132	3710	3364	365	3539	3364	3736	3531	344	296		
Gnpda1	37	306	36	42	217	226	234	46	219	234	245	227	62	28		
Ksr1	112	760	114	151	602	652	618	129	641	618	740	719	172	94		
Thbs3	20	142	19	20	122	123	116	19	116	116	114	137	23	14		
Sart1	249	676	355	417	557	557	520	248	761	520	585	795	481	235		
Cuta	279	474	242	334	349	423	269	301	377	269	392	374	374	288		
Syt17	109	1150	102	146	1018	1286	790	123	1072	790	993	1096	140	102		
Amdhd2	59	142	58	68	144	157	157	37	150	157	162	153	85	53		
Dgkk	0	136	2	2	96	91	122	2	166	122	119	142	2	0		
Gprasp1	2961	12922	3704	4763	10255	9175	9111	3296	14260	9111	11637	14754	4842	2937		
Zfp7	19	186	18	23	101	115	92	24	120	92	173	119	29	17		
Fam178b	3	2	0	0	5	15	4	4	4	4	6	8	3	2		
Syce2	2	32	5	4	32	38	27	2	35	27	23	41	5	9		
Tekt4	5	10	2	4	17	11	2	4	10	2	6	11	0	2		
Ccl21d	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vezt	180	2283	194	228	1707	1754	1677	232	1925	1677	1887	1906	238	172		
Stil	3	20	2	4	23	21	10	4	19	10	18	19	4	8		
Tbl2	109	819	99	150	599	638	645	120	718	645	712	713	129	117		
Rrm2	29	86	20	34	67	57	66	31	60	66	69	64	33	22		
St6galnac2	5	50	7	8	23	21	14	7	26	14	58	32	12	4		
St3gal1	47	688	72	76	527	605	523	53	542	523	632	621	85	44		
Zfp317	58	989	58	61	715	817	703	67	845	703	817	844	74	55		
Pdia6	919	1833	1003	1216	1532	1701	1515	1011	1823	1515	1695	1772	1267	898		
Mrpl1	101	503	90	102	433	452	396	94	510	396	508	461	108	107		
Dcaf7	1173	7620	1178	1561	6182	6236	6126	1103	7576	6126	6509	7492	1620	1076		
Pdilt	0	1	0	1	1	1	0	1	4	0	0	1	0	0		
Mrps12	170	577	116	163	478	524	442	162	469	442	510	497	146	130		
Exoc1	293	1125	292	371	861	894	813	294	1140	813	1000	1132	377	285		
Nkx6-2	40	154	34	52	124	171	112	43	135	112	160	127	43	33		
Lrrc75a	28	321	26	28	263	339	199	43	247	199	320	266	28	31		
Slc23a2	705	5077	775	952	4175	4376	4220	807	4720	4220	4451	4587	1002	701		
Atg13	279	1557	215	292	936	1056	1153	323	982	1153	1321	1024	310	256		
Gm13289	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Setd2	410	3426	446	613	2402	2658	2548	456	3136	2548	3079	3011	723	395		
Nhsl1	70	652	90	108	672	631	569	94	660	569	581	641	140	77		
Ctsj	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Cops7a	769	1943	655	804	1538	1910	1386	827	1542	1386	1791	1568	868	694		
Cops6	670	895	697	885	759	735	797	780	742	797	763	754	922	648		
Rpl21	1	2338	1	1	2549	3311	2189	0	2549	2189	2123	2679	1	3		
Derl3	11	19	10	4	20	19	12	8	26	12	21	19	17	8		
Inppl1	97	804	101	111	800	829	655	106	731	655	705	829	165	87		
Trp63	9	12	6	13	16	16	12	2	15	12	13	13	33	2		
Mocs2	192	960	138	191	960	1019	797	185	1025	797	928	1066	191	181		
Rnf34	253	1405	262	332	1064	1360	1042	277	1279	1042	1265	1286	362	248		
Ttc39a	4	43	19	17	49	66	29	10	48	29	50	63	7	9		
Tmc7	61	604	48	71	439	450	409	61	441	409	488	450	37	54		
Nkd2	2	54	6	6	58	49	33	8	55	33	55	59	9	7		
Matn2	160	506	158	210	478	522	450	199	584	450	426	528	187	137		
Tmub1	62	267	56	97	188	242	157	64	193	157	246	160	65	77		
Folh1	39	208	54	81	192	189	144	50	253	144	179	208	69	38		
Stk32b	6	45	5	11	37	37	43	11	40	43	43	48	12	8		
Sdf2l1	70	214	40	85	181	170	170	67	183	170	173	206	55	61		
Ulk2	142	4585	163	220	3545	3680	3620	168	4047	3620	3996	3847	257	157		
Rhbg	0	4	0	0	2	0	0	0	0	0	4	0	0	0		
Ralgps2	68	1802	66	86	1544	1564	1550	69	1734	1550	1591	1573	88	69		
Vmn2r95	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tiam1	404	2810	499	637	2679	2987	2479	447	2946	2479	2408	3047	663	372		
Ypel1	28	864	32	36	728	830	568	41	752	568	749	640	44	39		
Klhl22	457	1496	505	636	1220	1323	1126	484	1364	1126	1321	1341	647	451		
Ndrg2	3147	9669	2836	3704	9320	10935	9415	3378	8581	9415	8765	9263	3969	3005		
Man2c1	105	462	98	136	394	425	328	139	427	328	421	462	147	113		
Gm14430	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Setd6	23	130	22	37	121	118	96	29	142	96	112	121	35	26		
Sis	3	13	0	1	14	10	9	2	13	9	11	9	4	1		
Porcn	330	842	265	388	637	677	629	366	625	629	753	683	407	344		
Gm12250	1	7	3	0	3	3	6	4	1	6	6	5	1	2		
Satb2	398	2158	387	506	1529	1567	1450	382	1787	1450	1880	1727	515	369		
Mark3	344	2411	354	459	1955	2164	1816	369	2302	1816	2106	2192	481	324		
Itgb3	18	161	26	32	122	106	100	21	138	100	127	127	22	31		
Zkscan3	70	476	77	90	337	349	313	76	494	313	391	453	122	59		
Ripk4	0	15	3	2	23	14	10	3	15	10	8	22	3	6		
Pde1a	1089	7092	857	1057	5411	5606	5267	1125	6173	5267	6054	5931	1144	1029		
Enpp4	119	873	107	146	726	762	812	141	749	812	813	747	136	124		
Gimap8	8	41	5	6	24	19	27	8	27	27	25	29	15	7		
Igsf1	108	300	204	266	332	286	156	140	426	156	263	432	254	105		
Fbf1	65	1316	68	102	949	1152	892	52	1022	892	1160	1032	104	66		
Atraid	267	743	197	284	649	776	607	287	646	607	756	681	296	258		
Dock9	416	4149	508	649	3493	3971	2793	494	4204	2793	3685	4328	719	423		
Wdr76	14	114	22	19	106	86	91	12	104	91	85	111	17	14		
Crtac1	358	799	391	488	561	727	665	438	581	665	719	631	479	315		
Paqr7	320	1305	274	377	1243	1291	1031	322	1218	1031	1187	1291	386	340		
Phf23	110	761	108	175	629	729	494	120	653	494	675	680	158	118		
Ms4a8a	0	3	0	0	1	1	0	0	0	0	0	1	0	0		
Olfr1053	1	0	0	0	0	0	0	1	0	0	0	0	0	0		
Tpm1	967	3744	868	1293	3429	3914	2869	1074	3534	2869	3253	3620	1360	867		
Gramd4	57	952	66	81	622	742	689	61	744	689	863	752	95	71		
Polk	56	248	61	71	192	189	223	64	228	223	236	227	67	51		
Syne1	2560	18262	2799	3746	13436	14250	14191	2690	16287	14191	16104	16542	3980	2376		
Dbi	673	1730	625	791	1786	2167	1259	684	1806	1259	1532	1736	820	625		
Daxx	74	370	57	107	348	424	319	59	329	319	372	383	91	66		
Cyp1a1	0	1	0	0	3	2	0	1	2	0	2	2	0	0		
Cyp11b2	0	0	0	1	1	0	0	0	0	0	2	0	0	1		
Cyp46a1	1042	3954	1096	1386	3385	4098	2693	1255	3442	2693	3474	3498	1516	1016		
Oog3	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Eif4ebp3	1	37	0	3	31	28	19	6	30	19	49	38	2	2		
Mprip	581	9374	815	995	6607	7487	6693	712	8610	6693	8236	8595	1154	685		
Grin3a	171	2055	192	257	1844	2020	1585	157	2217	1585	1706	2191	253	123		
Epc1	98	927	98	152	722	738	653	108	783	653	803	758	123	106		
Dnm1l	1160	6907	1119	1454	5270	5794	5846	1317	5989	5846	5990	5821	1534	1209		
Exoc3l4	4	25	1	2	7	9	8	1	18	8	8	10	4	5		
Ccdc121	0	2	0	1	2	2	4	3	3	4	4	7	4	1		
Defb21	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Klk1	0	2	0	2	0	0	0	0	1	0	0	0	1	0		
Rfc1	144	979	140	217	681	738	823	186	892	823	827	810	209	154		
Rbp4	64	138	74	103	109	168	127	97	117	127	137	131	89	70		
Rbp1	146	213	121	158	198	262	140	124	177	140	158	196	151	104		
Gm1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Esp16	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Zfp850	11	289	11	14	210	226	200	9	284	200	228	228	21	19		
Tnip1	81	315	88	109	267	288	286	101	223	286	336	258	118	71		
Smarcd1	456	2849	487	626	1851	2118	2064	588	1880	2064	2645	2004	629	494		
Lpcat1	181	1266	149	215	1091	1132	1061	160	1036	1061	1136	1201	191	159		
Dnm1	9181	14491	8098	11154	9821	10671	13163	9492	10930	13163	13006	11474	11398	8382		
Secisbp2l	681	7316	847	1226	6234	6018	6222	769	7471	6222	6454	7266	1206	730		
Rragd	104	4105	120	131	3027	3322	3299	100	3162	3299	3485	3042	140	119		
Lrp8	102	1323	124	148	992	1146	949	122	1261	949	1193	1188	184	106		
Hsf4	31	51	24	27	30	30	53	28	38	53	43	33	32	26		
Ampd3	118	493	138	174	384	428	303	143	427	303	430	443	178	112		
Mgst2	0	3	1	1	2	2	2	1	2	2	2	2	0	2		
Sh3bp1	12	90	18	35	77	77	52	19	70	52	94	91	31	21		
Usf1	125	792	102	158	703	747	688	143	747	688	750	844	190	125		
Wdr44	183	822	141	269	601	627	638	170	668	638	656	590	240	194		
Adamts10	7	144	7	8	117	98	76	3	100	76	132	115	8	2		
Col26a1	28	132	16	32	155	150	101	23	191	101	111	164	25	20		
C2cd6	0	4	0	0	4	2	0	0	7	0	5	4	0	0		
Itpa	44	761	25	41	736	711	693	55	827	693	696	872	47	35		
Gm2026	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Rint1	107	701	102	153	532	545	524	133	585	524	583	571	138	116		
Vasp	31	188	44	46	174	180	141	56	173	141	189	172	56	37		
Pla2g4a	41	116	54	55	127	124	84	43	124	84	123	162	67	42		
Igfbp7	150	420	125	169	213	258	223	155	262	223	372	296	167	172		
Gdf5	1	0	0	3	6	6	2	2	3	2	8	10	3	2		
Rgl2	22	277	19	17	237	249	199	12	244	199	231	252	13	18		
Ptpra	461	3698	453	595	3142	3892	2900	500	3325	2900	3389	3347	625	416		
Rabggta	281	616	259	360	489	555	432	282	531	432	563	598	343	284		
Ccdc186	210	1924	184	303	1397	1480	1399	243	1598	1399	1626	1522	300	223		
Slc16a11	10	66	12	11	62	62	65	9	81	65	68	67	15	7		
Arvcf	101	583	107	165	554	585	431	113	608	431	530	651	174	87		
Syt8	3	0	0	1	0	0	1	1	0	1	0	0	3	0		
Kcnj15	1	0	0	0	2	1	3	0	5	3	3	3	1	2		
Palld	65	65	51	85	76	56	86	51	80	86	73	75	82	52		
Csde1	1155	8908	1164	1584	7437	8213	7654	1377	8651	7654	7777	8337	1575	1140		
Dctn6	422	861	413	539	672	815	533	514	725	533	763	780	537	413		
Slc26a1	21	49	26	30	47	50	34	18	54	34	60	46	39	14		
Fgd4	94	1952	108	145	1806	1808	1874	125	2170	1874	1713	1926	142	116		
Tpk1	7	94	10	23	74	84	68	22	60	68	82	66	18	9		
Mgme1	13	140	14	15	90	119	89	22	113	89	110	108	27	8		
St7	69	456	66	89	396	468	336	61	375	336	389	421	97	66		
Azin2	94	631	107	140	512	566	489	119	561	489	582	570	125	90		
Rgs21	0	0	0	0	0	0	0	0	0	0	0	1	0	0		
Ddit3	8	249	11	9	235	286	207	3	235	207	237	232	15	10		
Ltbp1	144	320	132	153	261	300	284	149	266	284	290	294	144	140		
Cc2d2a	52	530	77	86	373	386	345	57	461	345	495	515	103	65		
Dmp1	26	36	14	25	47	43	46	23	32	46	37	16	32	17		
Gpr135	36	479	39	36	367	402	363	37	359	363	370	308	39	19		
Ffar4	2	4	1	1	1	0	3	2	0	3	1	5	1	1		
Aida	10	859	9	7	645	738	645	11	633	645	728	631	7	12		
Homer3	19	67	26	18	65	63	58	28	74	58	65	68	23	14		
Hint3	105	459	90	139	337	320	359	102	430	359	430	362	125	134		
Etfdh	202	646	201	237	550	576	553	214	640	553	579	650	249	191		
Alg6	45	320	45	46	275	254	278	71	297	278	292	286	53	54		
Slc44a5	10	196	23	28	224	190	172	18	201	172	198	196	30	24		
Tspan2	627	6509	607	844	5532	5557	6473	753	5550	6473	5546	4898	835	659		
Rufy3	1261	6572	1165	1450	5517	5715	5516	1513	6170	5516	5809	6049	1642	1295		
Als2	170	1131	204	245	1022	1038	989	195	1123	989	1035	1191	246	170		
Vgll1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Nus1	67	2699	81	100	1972	1913	2378	84	2220	2378	2333	2143	83	82		
Cttnbp2nl	101	727	93	132	464	537	521	100	545	521	632	568	125	101		
Adamts18	7	46	7	6	44	65	42	7	69	42	70	63	8	5		
Il19	1	0	2	0	0	0	0	0	0	0	0	1	2	0		
Asb18	1	7	0	1	12	16	11	0	6	11	14	8	1	0		
Mettl18	11	73	26	25	78	63	64	13	86	64	59	73	22	21		
Zfp819	1	4	0	2	4	3	0	1	2	0	1	0	0	0		
Tm4sf1	64	218	40	51	183	155	123	48	233	123	242	250	46	53		
Ubap1	101	1095	92	123	833	926	803	139	879	803	989	901	122	111		
A730008H23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Iqch	1	14	1	2	13	8	6	0	15	6	2	12	2	1		
Retreg1	228	1281	202	262	1242	1198	1270	288	1258	1270	1173	1196	291	237		
Fhl1	334	1260	294	426	1113	1059	1067	323	1189	1067	1132	1144	432	284		
Npbwr1	8	45	7	17	54	46	29	7	45	29	41	37	7	7		
Hnrnpf	9	259	5	8	208	227	234	4	274	234	249	233	4	5		
Sfxn4	43	203	31	52	143	159	135	49	161	135	177	172	53	49		
Sfxn3	441	1695	406	548	1133	1208	1223	582	1194	1223	1579	1306	571	415		
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Camsap2	609	7830	673	949	6572	7394	6005	657	7860	6005	6571	7410	957	548		
A930033H14Rik	0	46	0	0	55	48	30	0	48	30	43	64	1	0		
Psmc5	862	2032	878	1040	1546	1851	1654	913	1651	1654	1850	1797	1158	823		
Fli1	34	163	13	26	118	110	92	20	145	92	124	126	21	24		
Peg12	2	14	0	4	17	18	13	1	8	13	7	10	1	1		
Mlip	206	1143	192	274	791	1047	680	226	805	680	1044	775	250	238		
Ptx4	0	4	3	1	8	5	2	0	4	2	2	5	1	0		
Cldn10	156	509	117	137	447	595	451	156	472	451	458	438	187	158		
Rad18	26	132	29	22	94	94	88	26	104	88	122	106	21	25		
Mrpl53	124	526	80	141	392	427	353	119	427	353	440	427	150	105		
Tspan11	2	86	17	15	115	115	81	7	76	81	84	102	15	11		
H2al2a	0	0	0	0	0	0	1	0	0	1	0	0	0	0		
Nadsyn1	8	56	13	17	36	43	47	11	52	47	47	48	19	11		
Trim42	0	0	0	0	0	0	0	0	1	0	1	0	0	1		
Lrrc40	142	696	140	170	558	586	557	134	711	557	568	648	198	140		
Spag16	1	13	2	5	20	25	12	2	19	12	11	26	1	0		
Gvin1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Hmx1	2	0	1	4	0	0	0	0	0	0	0	0	3	1		
Pdcd4	851	1552	912	1357	1110	1069	1447	966	1301	1447	1373	1221	1235	880		
Pik3c2g	1	5	0	0	3	2	3	0	3	3	3	5	2	2		
Krtap4-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Zeb2	571	6010	634	802	5180	5546	4234	575	6129	4234	5245	5800	878	538		
BC031181	342	1741	274	354	1530	1773	1401	404	1599	1401	1477	1576	361	379		
Scrt2	34	177	47	58	108	115	145	45	107	145	166	107	61	34		
Cyp39a1	2	42	3	2	23	38	27	2	22	27	30	31	4	2		
